Scheme_Name	Asset_Value
Invesco India Aggressive Hybrid Fund - Regular Plan - IDCW (Payout / Reinvestment)	22.235
JM Aggressive Hybrid Fund (Direct) - Annual Bonus Option	135.2881
JM Aggressive Hybrid Fund (Direct) - Annual IDCW	45.5742
JM Aggressive Hybrid Fund (Direct) - Bonus Option - Principal Units	131.1849
JM Aggressive Hybrid Fund (Direct) - Growth Option	135.0689
JM Aggressive Hybrid Fund (Direct) - Half Yearly Bonus Option - Principal Units	131.1823
JM Aggressive Hybrid Fund (Direct) - Half Yearly IDCW	97.191
JM Aggressive Hybrid Fund (Direct) - IDCW	74.4664
JM Aggressive Hybrid Fund (Direct) - Monthly IDCW	97.1625
JM Aggressive Hybrid Fund (Direct) - Quarterly Bonus Option - Principal Units	131.1823
JM Aggressive Hybrid Fund (Direct) - Quarterly IDCW	34.1743
JM Aggressive Hybrid Fund (Regular) - Annual Bonus Option - Principal Units	116.1562
JM Aggressive Hybrid Fund (Regular) - Annual IDCW	32.7687
JM Aggressive Hybrid Fund (Regular) - Bonus Option - Principal Units	116.158
JM Aggressive Hybrid Fund (Regular) - Half Yearly Bonus Option - Principal Units	116.1562
JM Aggressive Hybrid Fund (Regular) - Half Yearly IDCW	86.1251
JM Aggressive Hybrid Fund (Regular) - IDCW	33.0031
JM Aggressive Hybrid Fund (Regular) - Monthly IDCW	85.4402
JM Aggressive Hybrid Fund (Regular) - Quarterly Bonus Option - Principal Units	116.1562
JM Aggressive Hybrid Fund (Regular) - Quarterly IDCW	30.4955
JM Aggressive Hybrid Fund (Regular) -Growth Option	117.9985
Kotak Aggressive Hybrid Fund - Direct Plan - IDCW - Payout & Reinvestment of Income Distribution cum  capital withdrawal option	44.243
Kotak Aggressive Hybrid Fund - Direct Plan -Growth	72.173
Kotak Aggressive Hybrid Fund - Regular Plan - IDCW - Payout & Reinvestment of Income Distribution cum capital withdrawal option	36.063
Kotak Aggressive Hybrid Fund - Regular Plan -Growth	61.364
LIC MF Aggressive Hybrid Fund-Direct Plan-Growth	218.4291
LIC MF Aggressive Hybrid Fund-Direct Plan-IDCW	21.2759
LIC MF Aggressive Hybrid Fund-Regular Plan-Growth	192.1647
LIC MF Aggressive Hybrid Fund-Regular Plan-IDCW	15.7639
Mahindra Manulife Aggressive Hybrid Fund - Direct Plan - IDCW	22.3039
Mahindra Manulife Aggressive Hybrid Fund - Direct Plan -Growth	30.0241
Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - Growth	26.8969
Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - IDCW	19.5236
Mirae Asset Aggressive Hybrid Fund - Direct Plan - Growth	36.865
Mirae Asset Aggressive Hybrid Fund - Direct Plan - IDCW	20.875
Mirae Asset Aggressive Hybrid Fund - Regular Plan - Growth	31.553
Mirae Asset Aggressive Hybrid Fund - Regular Plan - IDCW	17.141
Navi Aggressive Hybrid Fund - Direct Plan - Growth	23.2478
Navi Aggressive Hybrid Fund - Direct Plan Annual IDCW	23.1506
Navi Aggressive Hybrid Fund - Direct Plan Half Yearly IDCW	23.1473
Navi Aggressive Hybrid Fund - Direct Plan Monthly IDCW	23.1458
Navi Aggressive Hybrid Fund - Direct Plan Normal IDCW	23.1467
Navi Aggressive Hybrid Fund - Direct Plan Quarterly IDCW	23.1462
Navi Aggressive Hybrid Fund - Regular Plan - Growth	20.371
Navi Aggressive Hybrid Fund - Regular Plan Annual IDCW	20.3685
Navi Aggressive Hybrid Fund - Regular Plan Half Yearly IDCW	20.3836
Navi Aggressive Hybrid Fund - Regular Plan Monthly IDCW	20.3704
Navi Aggressive Hybrid Fund - Regular Plan Normal IDCW	20.3721
Navi Aggressive Hybrid Fund - Regular Plan Quarterly IDCW	20.371
Nippon India Aggressive  Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan	0.0000
Nippon India Aggressive Hybrid Fund  - Direct Plan Growth Plan	116.0434
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option	0.0466
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option	0.0234
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option	0.0322
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - IDCW Option	0.0360
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option	0.0224
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option	0.0309
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000
NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - IDCW Option	38.8139
NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - MONTHLY IDCW Option	19.1867
NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - QUARTERLY IDCW Option	25.8155
Nippon India Aggressive Hybrid Fund - Growth Plan	102.8622
NIPPON INDIA AGGRESSIVE HYBRID FUND - IDCW Option	27.5004
NIPPON INDIA AGGRESSIVE HYBRID FUND - MONTHLY IDCW Option	17.3363
NIPPON INDIA AGGRESSIVE HYBRID FUND - QUARTERLY IDCW Option	23.3222
Nippon India Aggressive Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan	0.1261
Nippon India Aggressive Hybrid Fund - Segregated Portfolio 1 - Growth Plan	0.1172
Nippon India Aggressive Hybrid Fund - Segregated Portfolio 2 - Growth Plan	0.0000
PGIM India Aggressive Hybrid Equity Fund - BONUS OPTION	16.60
PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Annual Dividend Option	13.27
PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Dividend	26.8
PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Growth	154.22
PGIM India Aggressive Hybrid Equity Fund - Dividend Option	15.13
PGIM India Aggressive Hybrid Equity Fund - Growth Option	128.94
PGIM India Aggressive Hybrid Equity Fund - Regular Plan - Annual Dividend Option	12.98
PGIM India Aggressive Hybrid Equity Fund Wealth Plan- Dividend Option	16.48
PGIM India Aggressive Hybrid Equity Fund Wealth Plan- Growth Option	30.02
PGIM India Aggressive Hybrid Equity Fund-Direct Plan-Monthly Dividend Option	26.54
PGIM India Aggressive Hybrid Equity Fund-Direct Plan-Quarterly Divdend Option	21.55
PGIM India Aggressive Hybrid Equity Fund-Monthly Dividend Option	23.77
PGIM India Aggressive Hybrid Equity Fund-Quarterly Dividend Option	20.99
quant Aggressive Hybrid Fund - Growth Option - Regular Plan	412.5547
quant Aggressive Hybrid Fund-Growth Option-Direct Plan	450.0554
quant Aggressive Hybrid Fund-IDCW Option - Regular Plan	56.9028
quant Aggressive Hybrid Fund-IDCW Option-Direct Plan	62.3358
SBI EQUITY HYBRID FUND - DIRECT PLAN - Growth	326.3690
SBI Equity Hybrid Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	95.5021
SBI Equity Hybrid Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	62.5610
SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth	295.2305
Shriram Aggressive Hybrid Fund- Direct Growth	35.2442
Shriram Aggressive Hybrid Fund- Direct- IDCW	27.8157
Shriram Aggressive Hybrid Fund- Regular Growth	30.7454
Shriram Aggressive Hybrid Fund- Regular-IDCW	24.5824
Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Direct Plan - Growth Option	181.4680
Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Monthly Income Distribution CUM Capital Withdrawal	27.0898
Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)-Growth	158.1212
Sundaram Aggressive Hybrid Fund(Formerly Known as Principal Hybrid Equity Fund)-Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option	41.7721
Tata Aggressive Hybrid Fund -Direct Plan- Growth Option	481.0103
Tata Aggressive Hybrid Fund- Direct Plan - Monthly Payout of IDCW Option	101.3353
Tata Aggressive Hybrid Fund- Direct Plan - Periodic Payout of IDCW Option	105.4747
Tata Aggressive Hybrid Fund- Regular Plan - Growth Option	427.9842
Tata Aggressive Hybrid Fund- Regular Plan - Monthly Payout of IDCW Option	85.5422
Tata Aggressive Hybrid Fund- Regular Plan - Periodic Payout of IDCW Option	87.2247
Union Aggressive Hybrid Fund - Direct Plan - Growth Option	18.76
Union Aggressive Hybrid Fund - Direct Plan - IDCW Option	18.76
Union Aggressive Hybrid Fund - Regular Plan - Growth Option	17.78
Union Aggressive Hybrid Fund - Regular Plan - IDCW Option	17.78
UTI Aggressive Hybrid Fund - Direct Plan - IDCW	46.2205
UTI Aggressive Hybrid Fund - Regular Plan - Growth	394.4207
UTI Aggressive Hybrid Fund - Regular Plan - IDCW	41.2284
UTI Aggressive Hybrid Fund -Direct Plan - Growth	424.5277
Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan	28.9227
Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH	26.8022
Aditya Birla Sun Life Arbitrage Fund-DIRECT - IDCW	11.5276
Aditya Birla Sun Life Arbitrage Fund-Regular - IDCW	11.1595
Axis Arbitrage Fund - Direct Plan - Growth	20.5108
Axis Arbitrage Fund - Direct Plan - Monthly IDCW	12.1880
Axis Arbitrage Fund - Regular Plan - Growth	18.8620
Axis Arbitrage Fund - Regular Plan - Monthly IDCW	11.1255
Bajaj Finserv Arbitrage Fund- Direct Plan-IDCW	11.481
Bajaj Finserv Arbitrage Fund- Regular Plan-Growth	11.324
Bajaj Finserv Arbitrage Fund-Direct Plan-Growth	11.481
Bajaj Finserv Arbitrage Fund-Regular Plan-IDCW	11.324
BANDHAN Arbitrage Fund - Plan B - Dividend	14.86269632
BANDHAN Arbitrage Fund - Plan B - Growth	21.25167644
BANDHAN Arbitrage Fund - Regular Plan - Annual IDCW	10.9944
BANDHAN Arbitrage Fund - Regular Plan - Growth	32.7205
BANDHAN Arbitrage Fund - Regular Plan - Monthly IDCW	10.3377
BANDHAN Arbitrage Fund-Direct Plan- Growth	35.4549
BANDHAN Arbitrage Fund-Direct Plan-Annual IDCW	12.6716
BANDHAN Arbitrage Fund-Direct Plan-Monthly IDCW	10.3689
BANK OF INDIA Arbitrage Fund Direct Plan Annual IDCW	13.1342
BANK OF INDIA Arbitrage Fund Direct Plan Growth	14.5261
BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW	13.0938
BANK OF INDIA Arbitrage Fund Direct Plan Quarterly IDCW	13.8041
BANK OF INDIA Arbitrage Fund Regular Growth	13.9112
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Annual IDCW	12.8541
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Monthly IDCW	12.6069
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Quarterly IDCW	13.3090
BARODA BNP PARIBAS ARBITRAGE FUND -DIRECT PLAN - ADHOC IDCW OPTION	11.6872
BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN MONTHLY IDCW Option	10.8749
BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN QUARTERLY IDCW Option	10.9955
BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN MONTHLY IDCW Option	10.4490
BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN QUARTERLY IDCW Option	10.6270
BARODA BNP PARIBAS ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION	16.2090
BARODA BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION	17.1437
BARODA BNP PARIBAS ARBITRAGE FUND-REGULAR PLAN- ADHOC IDCW OPTION	11.2855
DSP Arbitrage Fund - Direct - Growth	15.797
DSP Arbitrage Fund - Direct - IDCW	12.505
DSP Arbitrage Fund - Direct - IDCW - Monthly	13.026
DSP Arbitrage Fund - Regular - Growth	15.073
DSP Arbitrage Fund - Regular - IDCW	11.979
DSP Arbitrage Fund - Regular - IDCW - Monthly	11.778
Edelweiss Arbitrage Fund - Direct Plan - IDCW Option	15.0181
Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option	17.2577
Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option	15.9755
Edelweiss Arbitrage Fund - Regular Plan - IDCW Option	14.3493
Edelweiss Arbitrage Fund- Direct Plan- Growth Option	21.0069
Edelweiss Arbitrage Fund- Regular Plan -Bonus Option	19.6144
Edelweiss Arbitrage Fund- Regular Plan- Growth Option	19.5537
Franklin India Arbitrage Fund - Direct - Growth	10.5546
Franklin India Arbitrage Fund - Direct - IDCW	10.5546
Franklin India Arbitrage Fund - Growth	10.4957
Franklin India Arbitrage Fund - IDCW	10.4957
HDFC ARBITRAGE FUND - Growth Option - Direct Plan	32.286
HDFC ARBITRAGE FUND - Quarterly IDCW Option - Direct Plan	24.466
HDFC ARBITRAGE FUND - Retail Growth Option	29.952
HDFC ARBITRAGE FUND - Retail IDCW Option	22.322
HDFC ARBITRAGE FUND - Retail Quarterly IDCW Option	21.352
HDFC ARBITRAGE FUND - Wholesale Growth Option	30.911
HDFC ARBITRAGE FUND - Wholesale Growth Option - Direct Plan	20.368
HDFC ARBITRAGE FUND - Wholesale IDCW Option	10.907
HDFC ARBITRAGE FUND - Wholesale IDCW Option - Direct Plan	11.59
HDFC ARBITRAGE FUND - Wholesale Monthly IDCW - Direct Plan	11.207
HDFC ARBITRAGE FUND - Wholesale Monthly IDCW Option	11.357
HSBC Arbitrage Fund - Direct Growth	20.5199
HSBC Arbitrage Fund - Direct Monthly IDCW	10.3781
HSBC Arbitrage Fund - Direct Quarterly IDCW	11.1704
HSBC Arbitrage Fund - Regular Growth	19.1464
HSBC Arbitrage Fund - Regular Monthly IDCW	10.4212
HSBC Arbitrage Fund - Regular Quarterly IDCW	10.9751
ICICI Prudential Equity - Arbitrage Fund-Institutional Growth Option	26.3343
ICICI Prudential Equity Arbitrage Fund - Bonus	11.8080
ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth	37.1568
ICICI Prudential Equity Arbitrage Fund - Direct Plan - IDCW	17.3755
ICICI Prudential Equity Arbitrage Fund - Direct Plan Bonus	14.7363
ICICI Prudential Equity Arbitrage Fund - Growth	34.6220
ICICI Prudential Equity Arbitrage Fund - IDCW	15.1658
Invesco India Arbitrage Fund - Direct Plan - Annual Bonus	34.8508
Invesco India Arbitrage Fund - Direct Plan - Growth Option	34.8615
Invesco India Arbitrage Fund - Direct Plan - IDCW (Payout / Reinvestment)	18.9303
Invesco India Arbitrage Fund - Growth Option	32.2029
Invesco India Arbitrage Fund - IDCW (Payout / Reinvestment)	17.1862
ITI Arbitrage Fund - Direct Plan - Growth Option	13.6724
ITI Arbitrage Fund - Direct Plan - IDCW Option	13.6724
ITI Arbitrage Fund - Regular Plan - Growth Option	13.0763
ITI Arbitrage Fund - Regular Plan - IDCW Option	13.0763
JM Arbitrage Fund (Direct) - Annual Bonus Option - Principal Units	18.0298
JM Arbitrage Fund (Direct) - Annual IDCW	15.9739
JM Arbitrage Fund (Direct) - Bonus Option - Principal Units	18.7854
JM Arbitrage Fund (Direct) - Growth Option	35.1023
JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units	33.8717
JM Arbitrage Fund (Direct) - Half Yearly IDCW	16.2348
JM Arbitrage Fund (Direct) - Monthly IDCW	14.1745
JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units	33.8816
JM Arbitrage Fund (Direct) - Quarterly IDCW	16.68
JM Arbitrage Fund (Direct)- IDCW	16.5415
JM Arbitrage Fund (Regular) - Annual Bonus Option - Principal Units	32.106
JM Arbitrage Fund (Regular) - Annual IDCW	14.5255
JM Arbitrage Fund (Regular) - Bonus Option - Principal Units	17.874
JM Arbitrage Fund (Regular) - Growth Option	32.8779
JM Arbitrage Fund (Regular) - Half Yearly Bonus Option - Principal Units	32.1609
JM Arbitrage Fund (Regular) - Half Yearly IDCW	14.6307
JM Arbitrage Fund (Regular) - IDCW	15.2598
JM Arbitrage Fund (Regular) - Monthly IDCW	12.9263
JM Arbitrage Fund (Regular) - Quarterly Bonus Option - Principal Units	32.1609
JM Arbitrage Fund (Regular) - Quarterly IDCW	14.8476
Kotak  Arbitrage Fund - Direct Plan - IDCW -Payout &  Reinvestment of Income Distribution cum capital withdrawal option	11.2023
Kotak Arbitrage Fund - Direct Plan - Growth	40.4485
Kotak Arbitrage Fund - Regular Plan - Growth	37.8154
Kotak Arbitrage Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option	10.72
LIC MF Arbitrage Fund-Direct Plan-Growth	14.5827
LIC MF Arbitrage Fund-Direct Plan-Monthly IDCW	13.2579
LIC MF Arbitrage Fund-Direct Plan-Weekly IDCW	13.7035
LIC MF Arbitrage Fund-Regular Plan-Growth	13.9349
LIC MF Arbitrage Fund-Regular Plan-Monthly IDCW	13.6145
LIC MF Arbitrage Fund-Regular Plan-Weekly IDCW	13.5277
Mahindra Manulife Arbitrage Fund - Direct Plan - IDCW	12.9564
Mahindra Manulife Arbitrage Fund - Direct Plan -Growth	12.9564
Mahindra Manulife Arbitrage Fund - Regular Plan - Growth	12.4329
Mahindra Manulife Arbitrage Fund - Regular Plan - IDCW	12.4329
Mirae Asset Arbitrage Fund Direct Growth	13.639
Mirae Asset Arbitrage Fund Direct IDCW	13.621
Mirae Asset Arbitrage Fund Regular Growth	13.130
Mirae Asset Arbitrage Fund Regular IDCW	13.130
Motilal Oswal Arbitrage Fund-Direct Plan-Growth	10.5190
Motilal Oswal Arbitrage Fund-Direct Plan-IDCW	10.5189
Motilal Oswal Arbitrage Fund-Regular Plan-Growth	10.4547
Motilal Oswal Arbitrage Fund-Regular Plan-IDCW	10.4546
NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - IDCW Option	17.8314
NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - MONTHLY IDCW Option	15.1578
Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option	28.9601
Nippon India Arbitrage Fund - Growth Plan - Growth Option	26.7717
NIPPON INDIA ARBITRAGE FUND - IDCW Option	16.0442
NIPPON INDIA ARBITRAGE FUND - MONTHLY IDCW Option	13.9546
NJ Arbitrage Fund - Direct Plan - Growth Option	12.3440
NJ Arbitrage Fund - Regular Plan - Growth Option	12.0811
PGIM India Arbitrage Fund - Direct Plan - Annual Dividend	11.7225
PGIM India Arbitrage Fund - Direct Plan - Growth	19.7763
PGIM India Arbitrage Fund - Direct Plan - Half yearly Dividend Option	11.0011
PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend	11.3448
PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend	10.9435
PGIM India Arbitrage Fund - Direct Plan - Regular Dividend	12.3715
PGIM India Arbitrage Fund - Regular Plan - Annual Dividend	11.4278
PGIM India Arbitrage Fund - Regular Plan - Growth	18.4842
PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend	11.188
PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend	10.7541
PGIM India Arbitrage Fund - Regular Plan - Regular Dividend	11.6851
Parag Parikh Arbitrage Fund - Direct Plan Growth	11.3875
Parag Parikh Arbitrage Fund - Regular Plan Growth	11.3150
quant Arbitrage Fund - Growth Option - Direct Plan	10.2774
quant Arbitrage Fund - Growth Option - Regular Plan	10.2553
quant Arbitrage Fund - IDCW Option - Direct Plan	10.2763
quant Arbitrage Fund - IDCW Option - Regular Plan	10.2556
Samco Arbitrage Fund - Direct Plan - Growth	10.41
Samco Arbitrage Fund - Regular Plan - Growth	10.34
SBI Arbitrage Opportunities Fund - Direct Plan - Gr	36.3160
SBI Arbitrage Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	19.6220
SBI Arbitrage Opportunities Fund - Regular Plan - Gr	34.1292
SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.9482
Sundaram Arbitrage Fund (Formerly Know as Principal Arbitrage Fund) - Regular Plan - Growth	14.5687
Sundaram Arbitrage Fund (Formerly Known as Principal Arbitrage Fund)- Regular Plan - Monthly Income Distribution CUM Capital Withdrawal	12.8089
Sundaram Arbitrage Fund (Formerly Known as Prinicpal Arbitrage Fund) - Direct Plan - Growth	15.3894
Sundaram Arbitrage Fund( Formerly Known as Principal Arbitrage Fund) - Direct Plan- Monthly Income Distribution CUM Capital Withdrawal	13.3066
TATA Arbitrage Fund Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option	14.6717
TATA Arbitrage Fund Direct Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option	14.6717
TATA Arbitrage Fund Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option	13.8601
TATA Arbitrage Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option	13.8601
Tata Arbitrage Fund-Direct Plan-Growth	15.2725
Tata Arbitrage Fund-Regular Plan-Growth	14.4997
Union Arbitrage Fund - Direct Plan - Growth Option	14.6614
Union Arbitrage Fund - Direct Plan - IDCW Option	14.3134
Union Arbitrage Fund - Regular Plan - Growth Option	14.1522
Union Arbitrage Fund - Regular Plan - IDCW Option	13.8186
UTI Arbitrage Fund - Direct Plan - Growth Option	37.6655
UTI Arbitrage Fund - Direct Plan - IDCW	22.0326
UTI Arbitrage Fund - Regular Plan - Growth Option	35.3644
UTI Arbitrage Fund - Regular Plan - IDCW	19.9783
WhiteOak Capital Arbitrage Fund Direct Plan Growth	10.730
WhiteOak Capital Arbitrage Fund Regular Plan Growth	10.652
360 ONE Balanced Hybrid Fund - Direct Plan - IDCW	12.8799
360 ONE Balanced Hybrid Fund - Regular Plan - Growth	12.5153
360 ONE Balanced Hybrid Fund- Direct Plan - Growth	12.8799
360 ONE Balanced Hyrbrid fund - Regular Plan - IDCW	12.5153
NIPPON INDIA BALANCED ADVANTAGE FUND - DIRECT Plan - IDCW Option	45.6649
Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option	9.6826
Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option	197.8650
NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option	32.4948
Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option	174.4469
Nippon India Balanced Advantage Fund-Growth Plan-Growth Option	174.4469
WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth	13.056
WhiteOak Capital Balanced Hybrid Fund Regular Plan Growth	12.703
Aditya Birla Sun Life Regular Savings Fund - DIRECT - MONTHLY IDCW	27.0332
Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan	74.7943
Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan	66.8631
Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW	16.5368
Axis Conservative Hybrid Fund - Direct Plan - Annual IDCW	16.3680
Axis Conservative Hybrid Fund - Direct Plan - Growth Option	34.8429
Axis Conservative Hybrid Fund - Direct Plan - Half Yearly	13.6649
Axis Conservative Hybrid Fund - Direct Plan - Quarterly	13.1442
Axis Conservative Hybrid Fund - Regular Plan - Annual IDCW	13.8707
Axis Conservative Hybrid Fund - Regular Plan - Growth Option	29.7416
Axis Conservative Hybrid Fund - Regular Plan - Half Yearly IDCW	12.9341
Axis Conservative Hybrid Fund - Regular Plan - Quarterly IDCW	10.8293
BANDHAN Conservative Hybrid Fund - Regular Plan - Growth	31.7353
BANDHAN Conservative Hybrid Fund - Regular Plan - IDCW	11.3645
BANDHAN Conservative Hybrid Fund - Regular Plan - Quarterly IDCW	13.8640
BANDHAN Conservative Hybrid Fund-Direct Plan-Growth	35.5654
BANDHAN Conservative Hybrid Fund-Direct Plan-IDCW	13.3109
BANDHAN Conservative Hybrid Fund-Direct Plan-Quarterly IDCW	16.5161
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option	54.1765
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option	13.1909
BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Quarterly IDCW Option	12.9302
BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option	44.3686
BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option	10.8565
BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option	11.1299
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION	111.3129
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	16.6320
CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)	16.7252
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION	96.8659
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	13.1774
CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment)	14.0745
DSP Regular Savings Fund - Direct Plan - Growth	65.9184
DSP Regular Savings Fund - Direct Plan - IDCW - Monthly	14.2782
DSP Regular Savings Fund - Direct Plan - IDCW - Quarterly	14.2254
DSP Regular Savings Fund - Regular Plan - IDCW - Monthly	11.3146
DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly	11.7396
DSP Regular Savings Fund- Regular Plan - Growth	58.5014
Franklin India Conservative Hybrid Fund - Direct - GROWTH	99.3563
Franklin India Conservative Hybrid Fund - Growth	90.3344
Franklin India Conservative Hybrid Fund - Plan A - Direct - Monthly - IDCW	14.9290
Franklin India Conservative Hybrid Fund - Plan A - Direct - Quarterly - IDCW	14.1628
Franklin India Conservative Hybrid Fund - Plan A - Monthly - IDCW	13.0918
Franklin India Conservative Hybrid Fund - Plan A - Quarterly - IDCW	12.2758
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan	0.0000
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Direct Quarterly Dividend Plan	0.0000
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes bank Ltd CO 05Mar20) - Growth Plan	0.0000
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Monthly Dividend Plan	0.0000
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Quarterly Dividend Plan	0.0000
Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO05Mar20) - Direct Monthly Dividend Plan	0.0000
